idx_type,date,value
i11_econ_hist,2016-10-01,-18.3556405353729
i11_econ_hist,2017-01-01,-8.69198312236287
i11_econ_hist,2017-04-01,-5.63514804202483
i11_econ_hist,2017-07-01,9.67184801381693
i11_econ_hist,2017-10-01,13.3517495395948
i11_econ_hist,2018-01-01,24.4368600682594
i11_econ_hist,2018-04-01,18.5341196293176
i12_econ_exp,1972-10-01,-8.50515463917526
i12_econ_exp,1973-01-01,-16.4556962025316
i12_econ_exp,1973-04-01,-19.1780821917808
i12_econ_exp,1973-07-01,-15.7622739018088
i12_econ_exp,1973-10-01,-37.2549019607843
i12_econ_exp,1974-01-01,-35.7588357588358
i12_econ_exp,1974-04-01,-54.3181818181818
i12_econ_exp,1974-07-01,-41.5137614678899
i12_econ_exp,1974-10-01,-64.9253731343284
i12_econ_exp,1975-01-01,-52.1739130434783
i12_econ_exp,1975-04-01,-38.9033942558747
i12_econ_exp,1975-07-01,-23.7556561085973
i12_econ_exp,1975-10-01,-41.7879417879418
i12_econ_exp,1976-01-01,-36.5702479338843
i12_econ_exp,1976-04-01,13.0434782608696
i12_econ_exp,1976-07-01,32.0843091334895
i12_econ_exp,1976-10-01,11.377245508982
i12_econ_exp,1977-01-01,-17.8571428571429
i12_econ_exp,1977-04-01,4.375
i12_econ_exp,1977-07-01,17.8637200736648
i12_econ_exp,1977-10-01,7.52941176470588
i12_econ_exp,1978-01-01,7.21868365180467
i12_econ_exp,1978-04-01,5.59440559440559
i12_econ_exp,1978-07-01,-4.04761904761905
i12_econ_exp,1978-10-01,-34.6578366445916
i12_econ_exp,1979-01-01,-14.9892933618844
i12_econ_exp,1979-04-01,7.17592592592593
i12_econ_exp,1979-07-01,-21.0653753026634
i12_econ_exp,1979-10-01,-28.2110091743119
i12_econ_exp,1980-01-01,-19.1780821917808
i12_econ_exp,1980-04-01,-13.3448873483536
i12_econ_exp,1980-07-01,-16.1178509532062
i12_econ_exp,1980-10-01,-30.4568527918782
i12_econ_exp,1981-01-01,-31.8085106382979
i12_econ_exp,1981-04-01,-36.890243902439
i12_econ_exp,1981-07-01,-42.1548117154812
i12_econ_exp,1981-10-01,-48.6828240252898
